0;-30.000000;0.000000;0.000000
1;-29.000000;0.576000;0.000000
2;-28.500000;0.693000;0.000000
3;-28.000000;0.611000;0.000000
4;-27.500000;0.682000;0.000000
5;-27.000000;0.716000;0.000000
6;-26.500000;0.963000;0.000000
7;-26.000000;1.147000;0.000000
8;-25.500000;1.613000;0.000000
9;-25.000000;1.536000;0.000000
10;-24.500000;1.486000;0.000000
11;-24.000000;1.020000;0.000000
12;-23.500000;1.157000;0.000000
13;-23.000000;0.867000;0.000000
14;-22.500000;0.448000;0.000000
15;-22.000000;0.373000;0.000000
16;-21.500000;0.432000;0.000000
17;-21.000000;0.648000;0.000000
18;-20.500000;0.970000;0.000000
19;-20.000000;1.177000;0.000000
20;-19.500000;1.314000;0.000000
21;-19.000000;1.539000;0.000000
22;-18.500000;1.326000;0.000000
23;-18.000000;1.247000;0.000000
24;-17.500000;1.056000;0.000000
25;-17.000000;0.845000;0.000000
26;-16.500000;0.763000;0.000000
27;-16.000000;0.401000;0.000000
28;-15.500000;0.516000;0.000000
29;-15.000000;0.657000;0.000000
30;-14.500000;0.641000;0.000000
31;-14.000000;1.111000;0.000000
32;-13.500000;1.166000;0.000000
33;-13.000000;1.280000;0.000000
34;-12.500000;1.678000;0.000000
35;-12.000000;1.608000;0.000000
36;-11.500000;1.365000;0.000000
37;-11.000000;0.924000;0.000000
38;-10.500000;0.601000;0.000000
39;-10.000000;0.654000;0.000000
40;-9.500000;0.477000;0.000000
41;-9.000000;0.393000;0.000000
42;-8.500000;0.697000;0.000000
43;-8.000000;0.741000;0.000000
44;-7.500000;1.337000;0.000000
45;-7.000000;1.280000;0.000000
46;-6.500000;1.553000;0.000000
47;-6.000000;1.405000;0.000000
48;-5.500000;1.362000;0.000000
49;-5.000000;1.161000;0.000000
50;-4.500000;0.769000;0.000000
51;-4.000000;0.861000;0.000000
52;-3.500000;0.642000;0.000000
53;-3.000000;0.681000;0.000000
54;-2.500000;0.757000;0.000000
55;-2.000000;0.831000;0.000000
56;-1.500000;1.204000;0.000000
57;-1.000000;1.106000;0.000000
58;-0.500000;1.317000;0.000000
59;0.000000;1.318000;0.000000
60;0.500000;1.369000;0.000000
61;1.000000;1.226000;0.000000
62;1.500000;0.944000;0.000000
63;2.000000;0.923000;0.000000
64;2.500000;0.542000;0.000000
65;3.000000;0.417000;0.000000
66;3.500000;0.549000;0.000000
67;4.000000;0.530000;0.000000
68;4.500000;1.015000;0.000000
69;5.000000;0.972000;0.000000
70;5.500000;1.549000;0.000000
71;6.000000;1.589000;0.000000
72;6.500000;1.368000;0.000000
73;7.000000;1.179000;0.000000
74;7.500000;1.300000;0.000000
75;8.000000;1.010000;0.000000
76;8.500000;0.791000;0.000000
77;9.000000;0.653000;0.000000
78;9.500000;0.331000;0.000000
79;10.000000;0.524000;0.000000
80;10.500000;0.609000;0.000000
81;11.000000;1.147000;0.000000
82;11.500000;1.291000;0.000000
83;12.000000;1.354000;0.000000
84;12.500000;1.324000;0.000000
85;13.000000;1.378000;0.000000
86;13.500000;1.228000;0.000000
87;14.000000;1.160000;0.000000
88;14.500000;0.878000;0.000000
89;15.000000;0.775000;0.000000
90;15.500000;0.500000;0.000000
91;16.000000;0.369000;0.000000
92;16.500000;0.734000;0.000000
93;17.000000;0.967000;0.000000
94;17.500000;1.134000;0.000000
95;18.000000;1.439000;0.000000
96;18.500000;1.467000;0.000000
97;19.000000;1.503000;0.000000
98;19.500000;1.369000;0.000000
99;20.000000;1.014000;0.000000
100;20.500000;0.803000;0.000000
101;21.000000;0.539000;0.000000
102;21.500000;0.614000;0.000000
103;22.000000;0.426000;0.000000
104;22.500000;0.567000;0.000000
105;23.000000;0.897000;0.000000
106;23.500000;0.869000;0.000000
107;24.000000;1.176000;0.000000
108;24.500000;1.505000;0.000000
109;25.000000;1.387000;0.000000
110;25.500000;1.297000;0.000000
111;26.000000;1.239000;0.000000
112;26.500000;0.966000;0.000000
113;27.000000;1.026000;0.000000
114;27.500000;0.766000;0.000000
115;28.000000;0.572000;0.000000
116;28.500000;0.661000;0.000000
117;30.000000;0.000000;0.000000
118;30.000000;-15.000000;0.000000
119;-30.000000;-15.000000;0.000000
120;-15.000000;0.557000;0.000000
121;-13.500000;1.066000;0.000000
122;-12.000000;1.508000;0.000000
123;-10.500000;0.501000;0.000000
124;-9.000000;0.293000;0.000000
125;-7.500000;1.237000;0.000000
126;-6.000000;1.305000;0.000000
127;-4.500000;0.669000;0.000000
128;-3.000000;0.581000;0.000000
129;-1.500000;1.104000;0.000000
130;0.000000;1.218000;0.000000
131;1.500000;0.844000;0.000000
132;3.000000;0.317000;0.000000
133;4.500000;0.915000;0.000000
134;6.000000;1.489000;0.000000
135;7.500000;1.200000;0.000000
136;9.000000;0.553000;0.000000
137;10.500000;0.509000;0.000000
138;12.000000;1.254000;0.000000
139;13.500000;1.128000;0.000000
140;15.000000;0.675000;0.000000
141;-7.750000;1.039000;0.000000
142;-1.750000;1.017500;0.000000
143;4.250000;0.772500;0.000000
