21
# x y z
-15	0.657	0
-13.5	1.166	0
-12	1.608	0
-10.5	0.601	0
-9	0.393	0
-7.5	1.337	0
-6	1.405	0
-4.5	0.769	0
-3	0.681	0
-1.5	1.204	0
0	1.318	0
1.5	0.944	0
3	0.417	0
4.5	1.015	0
6	1.589	0
7.5	1.3	0
9	0.653	0
10.5	0.609	0
12	1.354	0
13.5	1.228	0
15	0.775	0
171
# a b m n err i ip iperr k r rhoa u valid 
8	9	12	13	1.55066343106613e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.83894901233176e+02	-5.04088992787933e-01	9.12619399139875e+01	-5.04088992787933e-01	1
9	10	13	14	6.85629748060196e-04	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.86804856878945e+02	-4.31614004133409e-01	8.06828729448642e+01	-4.31614004133409e-01	1
10	11	14	15	1.06230371372612e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.44714893131862e+02	-1.35953567465744e-01	7.32692340467913e+01	-1.35953567465744e-01	1
11	12	15	16	4.73592430635184e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.68550518857167e+02	-1.31123027661923e-01	7.49031288781307e+01	-1.31123027661923e-01	1
12	13	16	17	9.19424234233798e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.41224337925367e+02	-3.35075176579709e-01	8.00851327611191e+01	-3.35075176579709e-01	1
13	14	17	18	1.54993440501754e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.27776092365838e+02	-6.92590186663287e-01	8.98681048622916e+01	-6.92590186663287e-01	1
14	15	18	19	7.83253292336236e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.99359664828343e+02	-1.78806568499702e-01	8.85894307425187e+01	-1.78806568499702e-01	1
15	16	19	20	3.22061516205667e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.01826726199077e+02	-1.49465676283815e-01	8.96627364492810e+01	-1.49465676283815e-01	1
16	17	20	21	8.13517217369669e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.48669855294762e+02	-2.62856606740129e-01	9.23957649890149e+01	-2.62856606740129e-01	1
1	2	6	7	1.23086431643395e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.86984396605798e+02	-9.00896928631859e-02	8.78226720355255e+01	-9.00896928631859e-02	1
2	3	7	8	2.27459934604142e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.15458092039836e+03	-7.98418308495222e-02	9.23935358838034e+01	-7.98418308495222e-02	1
3	4	8	9	1.30714275428243e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.08829156745014e+02	-1.86642182938077e-01	9.62103647578887e+01	-1.86642182938077e-01	1
4	5	9	10	1.60748323456123e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.03284149968683e+02	-2.46455583277714e-01	9.77939266118360e+01	-2.46455583277714e-01	1
5	6	10	11	1.84633858532316e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.75547679332326e+02	-1.77213027338510e-01	1.02182863099075e+02	-1.77213027338510e-01	1
6	7	11	12	2.59882794248419e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.18106188656460e+03	-8.46608840422200e-02	1.00249599564306e+02	-8.46608840422200e-02	1
