ID;xa;xb;xm;xn;ya;yb;ym;yn;za;zb;zm;zn;idx_a;idx_b;idx_m;idx_n;rhoa;err;k;array;L;xDOI;yDOI;idx_cell_DOI;frechet_DOI;rhoa_th
12;3.0;4.5;6.0;7.5;0.417;1.015;1.589;1.3;0.0;0.0;0.0;0.0;12;13;14;15;99.9528014367775;0.0141537074205041;-3.811306141962469;DD;4.748469105308369;5.432863863380575;-0.07342229355899244;1112;-0.002965461100629696;100.85517076877947
13;4.5;6.0;7.5;9.0;1.015;1.589;1.3;0.653;0.0;0.0;0.0;0.0;13;14;15;16;101.444207197257;0.00420645322765357;-4.611322317043922;DD;4.767249146113588;6.673547233985415;-0.11637968802660592;1388;-0.0032584470223984965;101.64701796529413
14;6.0;7.5;9.0;10.5;1.589;1.3;0.653;0.609;0.0;0.0;0.0;0.0;14;15;16;17;99.4451155881327;0.00342714516526772;-4.3364611201113075;DD;4.661819622625599;8.051602083279228;0.1879891579148243;855;-0.003351531072199173;99.406451575292
15;7.5;9.0;10.5;12.0;1.3;0.653;0.609;1.3539999999999999;0.0;0.0;0.0;0.0;15;16;17;18;97.1388188585264;0.00802277269221615;-8.775433129113226;DD;4.809053849818367;9.761540898324796;0.3652584729336207;460;0.03387292292137236;97.55773040354893
16;9.0;10.5;12.0;13.5;0.653;0.609;1.3539999999999999;1.228;0.0;0.0;0.0;0.0;16;17;18;19;100.178890349802;0.00161285711666;-4.106129049381783;DD;4.680748778222036;11.368654412478831;0.011900250165666648;936;-0.005227678893778795;100.19734428392452
17;10.5;12.0;13.5;15.0;0.609;1.3539999999999999;1.228;0.775;0.0;0.0;0.0;0.0;17;18;19;20;101.496408563247;0.00404050856814538;-3.7883502358368637;DD;4.7470142384072505;12.784998611372147;-0.25675753719676364;1249;-0.003337899799162251;101.55380635648919
18;-15.0;-13.5;-10.5;-9.0;0.657;1.166;0.601;0.393;0.0;0.0;0.0;0.0;0;1;3;4;99.4035220236669;0.0188618590121053;-11.77791311143153;DD;6.468794452951506;-12.056870367289127;-0.7675083474801417;1609;-0.00039258509440953876;98.50995322864358
19;-13.5;-12.0;-9.0;-7.5;1.166;1.6079999999999999;0.393;1.337;0.0;0.0;0.0;0.0;1;2;4;5;94.4217301356946;0.00174577812831838;-29.711645613139833;DD;6.657111588181653;-10.46206986519658;-0.07938192292700874;947;0.00036535138913079956;94.15425668632332
20;-12.0;-10.5;-7.5;-6.0;1.6079999999999999;0.601;1.337;1.405;0.0;0.0;0.0;0.0;2;3;5;6;94.1382157513338;0.00257550390722771;-40.5260534916003;DD;6.594886163280152;-9.04459987705665;0.18827703280837493;364;0.0014289889268167967;94.10248480422783
21;-10.5;-9.0;-6.0;-4.5;0.601;0.393;1.405;0.769;0.0;0.0;0.0;0.0;3;4;6;7;97.8367099546758;0.000744459157661625;-16.144019563750668;DD;6.417480645655214;-7.464076187759712;-0.5979932942959971;1044;-0.00034561295328056665;97.82381335265447
22;-9.0;-7.5;-4.5;-3.0;0.393;1.337;0.769;0.6809999999999999;0.0;0.0;0.0;0.0;4;5;7;8;98.4717873514907;0.0191877121529904;-9.944457367596879;DD;6.405707094725188;-5.9385759317061355;-0.742668089455518;1426;-0.0006472330721576217;98.16494388073639
23;-7.5;-6.0;-3.0;-1.5;1.337;1.405;0.6809999999999999;1.204;0.0;0.0;0.0;0.0;5;6;8;9;99.8274617527871;0.000265138754492255;-26.649906173967953;DD;6.22194399638664;-4.527577177373116;0.02641681023534348;828;0.00042035756580990034;99.73429860547938
24;-6.0;-4.5;-1.5;0.0;1.405;0.769;1.204;1.318;0.0;0.0;0.0;0.0;6;7;9;10;99.0173124997865;0.000602302099410371;-29.510001850139833;DD;6.224729216736105;-3.018049817341213;0.11668501095083528;514;0.0008668284978154825;98.97216114248576
25;-4.5;-3.0;0.0;1.5;0.769;0.6809999999999999;1.318;0.944;0.0;0.0;0.0;0.0;7;8;10;11;101.565899259228;0.0246324211248527;-18.812894919471848;DD;6.141389185319946;-1.464190458003559;-0.37125572559226816;1188;-0.00021995181933915216;97.42652683088043
26;-3.0;-1.5;1.5;3.0;0.6809999999999999;1.204;0.944;0.417;0.0;0.0;0.0;0.0;8;9;11;12;97.9860017994167;0.00192360964781129;-10.9404072725417;DD;6.228693398319281;-0.054759520320227566;-0.695534552732445;1200;-0.000270480141010726;98.00483781735376
27;-1.5;0.0;3.0;4.5;1.204;1.318;0.417;1.015;0.0;0.0;0.0;0.0;9;10;12;13;89.2552304252039;0.00301547342333613;-18.062763322329175;DD;6.254939198525974;1.460613418871945;-0.1408676548588872;915;-1.999859182599493e-05;89.05463608685321
28;0.0;1.5;4.5;6.0;1.318;0.944;1.015;1.589;0.0;0.0;0.0;0.0;10;11;13;14;82.4048483554298;0.000347117697052411;-41.027047796659566;DD;6.356688153995953;3.057363601132183;0.18345717050516486;834;0.0012940448633083634;82.08373467256395
29;1.5;3.0;6.0;7.5;0.944;0.417;1.589;1.3;0.0;0.0;0.0;0.0;11;12;14;15;88.5965090425071;0.0116867803761954;-22.457847474567387;DD;6.338352434361165;4.575083068781965;-0.1434449794713193;1019;2.1801096394484846e-05;89.1586618535254
30;3.0;4.5;7.5;9.0;0.417;1.015;1.3;0.653;0.0;0.0;0.0;0.0;12;13;15;16;99.8561818625543;0.0114282281451501;-11.108787644783307;DD;6.382056874606365;6.050166722331461;-0.740425144020194;1403;-0.00031760220088122946;99.31411563477776
31;4.5;6.0;9.0;10.5;1.015;1.589;0.653;0.609;0.0;0.0;0.0;0.0;13;14;16;17;98.6383281601931;0.00751933032686776;-15.174231389252295;DD;6.267894340688242;7.41536803079478;-0.4387187567273926;1258;-0.000284307369992665;98.14542607133174
32;6.0;7.5;10.5;12.0;1.589;1.3;0.609;1.3539999999999999;0.0;0.0;0.0;0.0;14;15;17;18;94.1232897987446;0.00791031947043035;-35.12911194013194;DD;6.336640508571317;8.95040101121751;0.2051428395960193;278;0.001036381115129298;93.14857497111552
33;7.5;9.0;12.0;13.5;1.3;0.653;1.3539999999999999;1.228;0.0;0.0;0.0;0.0;15;16;18;19;93.9210027555712;0.00909387454794734;-33.29206761457739;DD;6.314336547520032;10.48484668328548;0.0012236071233999724;748;0.0007541536318958573;94.08090438041124
34;9.0;10.5;13.5;15.0;0.653;0.609;1.228;0.775;0.0;0.0;0.0;0.0;16;17;19;20;100.048475408696;0.014027943109361;-11.19263229597353;DD;6.247659432981904;12.02540189776669;-0.5352736606568482;1472;-0.00021389920728699882;99.47913893736843
35;-15.0;-13.5;-9.0;-7.5;0.657;1.166;0.393;1.337;0.0;0.0;0.0;0.0;0;1;4;5;89.4147674573414;0.0140185106279229;-36.231262624741554;DD;8.241119479576136;-11.101171499638381;-0.6444908128119639;935;-1.1894752888670141e-05;91.03768010204078
36;-13.5;-12.0;-7.5;-6.0;1.166;1.6079999999999999;1.337;1.405;0.0;0.0;0.0;0.0;1;2;5;6;92.0731255268629;0.00586857093800268;-153.60968595208166;DD;8.158652130424851;-9.698028571814756;-0.34540255811431764;970;1.8449688768272694e-05;91.42539605807171
37;-12.0;-10.5;-6.0;-4.5;1.6079999999999999;0.601;1.405;0.769;0.0;0.0;0.0;0.0;2;3;6;7;95.7713081411774;0.0219045562580997;-57.771744422831006;DD;8.22414857308405;-8.432860999688115;-0.4461334894646809;884;7.129885482566522e-05;94.42951670823545
38;-10.5;-9.0;-4.5;-3.0;0.601;0.393;0.769;0.6809999999999999;0.0;0.0;0.0;0.0;3;4;7;8;97.1082415032784;0.00990536325130686;-28.719408539408434;DD;7.920059761708675;-6.73310483362826;-0.942921847350666;1155;-4.310429452917035e-05;98.13063104970222
39;-9.0;-7.5;-3.0;-1.5;0.393;1.337;0.6809999999999999;1.204;0.0;0.0;0.0;0.0;4;5;8;9;100.467955689008;0.00566297729602776;-30.686158563386165;DD;7.994269023011272;-5.078112612000506;-0.7910874352604249;1181;-4.6802750780833624e-05;100.72627360352168
40;-7.5;-6.0;-1.5;0.0;1.337;1.405;1.204;1.318;0.0;0.0;0.0;0.0;5;6;9;10;100.368429535676;0.000996513650876551;-98.54976322288354;DD;7.726269758979305;-3.7539146307829543;-0.21774899327149155;586;5.280572182164757e-05;100.32106933912775
41;-6.0;-4.5;0.0;1.5;1.405;0.769;1.318;0.944;0.0;0.0;0.0;0.0;6;7;10;11;98.0324823533413;0.0050347565411621;-66.43724164542324;DD;7.770651595123843;-2.345347261902106;-0.37670274244207036;1163;4.3974013875252275e-05;98.56867394906746
42;-4.5;-3.0;1.5;3.0;0.769;0.6809999999999999;0.944;0.417;0.0;0.0;0.0;0.0;7;8;11;12;91.2619399139875;0.0155066343106613;-29.26778254065584;DD;7.731272514372742;-0.8224910824965669;-0.9515543145575338;1194;-3.902448181729409e-05;92.44412122032837
43;-3.0;-1.5;3.0;4.5;0.6809999999999999;1.204;0.417;1.015;0.0;0.0;0.0;0.0;8;9;12;13;80.6828729448642;0.000685629748060196;-29.730916365858146;DD;7.843501126812058;0.8197902796524749;-0.7191469981843155;1210;-2.3297174826196072e-05;80.45321304504328
44;-1.5;0.0;4.5;6.0;1.204;1.318;1.015;1.589;0.0;0.0;0.0;0.0;9;10;13;14;73.2692340467913;0.0106230371372612;-86.69406781770935;DD;7.861013916588617;2.3306002840587166;-0.17363540374123487;872;6.692785191186168e-05;73.79391793253559
45;0.0;1.5;6.0;7.5;1.318;0.944;1.589;1.3;0.0;0.0;0.0;0.0;10;11;14;15;74.9031288781307;0.00473592430635184;-90.48762547358;DD;7.884274812748902;3.746215558989055;-0.26785042122710667;938;0.00013141086716334573;74.29978321007931
46;1.5;3.0;7.5;9.0;0.944;0.417;1.3;0.653;0.0;0.0;0.0;0.0;11;12;15;16;80.0851327611191;0.00919424234233798;-38.39204577489191;DD;7.971940203659161;5.188184256467236;-0.7946892663083638;1382;-6.596880716676602e-05;79.78856172745512
47;3.0;4.5;9.0;10.5;0.417;1.015;0.653;0.609;0.0;0.0;0.0;0.0;12;13;16;17;89.8681048622916;0.0154993440501754;-20.33619670898971;DD;7.882702069181018;6.790346216111473;-1.0630240668544104;1406;-0.00016338865345473188;89.22273067392003
48;4.5;6.0;10.5;12.0;1.015;1.589;0.609;1.3539999999999999;0.0;0.0;0.0;0.0;13;14;17;18;88.5894307425187;0.00783253292336236;-79.47555903814286;DD;7.94271522663396;8.321728910518587;-0.4024227990837914;1192;1.7545195721516978e-05;88.78933522301959
49;6.0;7.5;12.0;13.5;1.589;1.3;1.3539999999999999;1.228;0.0;0.0;0.0;0.0;14;15;18;19;89.662736449281;0.00322061516205667;-95.78369835939579;DD;7.8419232062729805;9.67459571772406;-0.15807096141150212;1077;8.664992808720141e-05;89.47571483052884
50;7.5;9.0;13.5;15.0;1.3;0.653;1.228;0.775;0.0;0.0;0.0;0.0;15;16;19;20;92.3957649890149;0.00813517217369669;-55.49253097729723;DD;7.8812472022799005;11.139931876535481;-0.5349017637788345;1529;-3.1477526297215007e-06;91.9937068345628
51;-15.0;-13.5;-7.5;-6.0;0.657;1.166;1.337;1.405;0.0;0.0;0.0;0.0;0;1;5;6;87.8226720355255;0.0123086431643395;-157.08344547438443;DD;9.742660021819336;-10.338611771958893;-0.9108369684090427;1013;8.308554885760213e-06;88.72925805054017
52;-13.5;-12.0;-6.0;-4.5;1.166;1.6079999999999999;1.405;0.769;0.0;0.0;0.0;0.0;1;2;6;7;92.3935358838034;0.00227459934604142;-183.7572606809891;DD;9.787914540228748;-9.086267268953447;-0.9881811601537118;761;2.8797735598680617e-06;92.14988612926986
53;-12.0;-10.5;-4.5;-3.0;1.6079999999999999;0.601;0.769;0.6809999999999999;0.0;0.0;0.0;0.0;2;3;7;8;96.2103647578887;0.0130714275428243;-80.9826754852498;DD;9.72672768913751;-7.699316107477839;-0.7906078395906666;1044;2.6129878997865875e-05;95.3122508973194
54;-10.5;-9.0;-3.0;-1.5;0.601;0.393;0.6809999999999999;1.204;0.0;0.0;0.0;0.0;3;4;8;9;97.793926611836;0.0160748323456123;-64.18466593812913;DD;9.508621689994758;-5.8728694942631625;-0.9949702348781776;1390;1.7185685416424673e-05;99.25370912949997
55;-9.0;-7.5;-1.5;0.0;0.393;1.337;1.204;1.318;0.0;0.0;0.0;0.0;4;5;9;10;102.182863099075;0.00184633858532316;-91.60125815080877;DD;9.498594785603936;-4.305774242086423;-1.0342641310510126;1049;7.0364087753253685e-06;101.75431272737896
56;-7.5;-6.0;0.0;1.5;1.337;1.405;1.318;0.944;0.0;0.0;0.0;0.0;5;6;10;11;100.249599564306;0.00259882794248419;-187.97183734419545;DD;9.272192137367043;-3.0809000521875274;-0.7121729508594075;1166;8.48420828946568e-06;99.90614611962788
57;-6.0;-4.5;1.5;3.0;1.405;0.769;0.944;0.417;0.0;0.0;0.0;0.0;6;7;11;12;91.6908152945965;0.00781822871777304;-82.21065186776022;DD;9.360534924176639;-1.704288474395718;-0.9499273983415615;1180;5.108864978697703e-06;91.14619833016965
58;-4.5;-3.0;3.0;4.5;0.769;0.6809999999999999;0.417;1.015;0.0;0.0;0.0;0.0;7;8;12;13;73.5928736527688;0.0123695071087808;-58.057788844965486;DD;9.346080242865519;0.05107283035026622;-0.9765181835463257;1200;1.9861139842709825e-05;74.53494452306464
