ID;xa;xb;xm;xn;ya;yb;ym;yn;za;zb;zm;zn;idx_a;idx_b;idx_m;idx_n;rhoa;err;k;array;L;b;b_on_L;DOI_coef;xDOI;yDOI;idx_cell_DOI;frechet_DOI;rhoa_th
10;0.0;1.5;3.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10;11;12;13;86.992793873754;0.0100003227336965;-4.499999999999994;DD;4.5;1.5;0.3333333333333333;0.1058509565339328;2.25;-0.4763293044026976;606;0.04066725834378578;86.7106902679442
11;1.5;3.0;4.5;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11;12;13;14;89.7817237478133;0.0100003127084775;-4.499999999999994;DD;4.5;1.5;0.3333333333333333;0.1058509565339328;3.75;-0.4763293044026976;526;0.001322919953303556;89.79058658641338
12;3.0;4.5;6.0;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;13;14;15;91.7916715985524;0.0100003058611504;-4.499999999999994;DD;4.5;1.5;0.3333333333333333;0.1058509565339328;5.25;-0.4763293044026976;513;0.04482735010570385;91.9127397776745
13;4.5;6.0;7.5;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13;14;15;16;92.9205570004467;0.0100003021452653;-4.499999999999994;DD;4.5;1.5;0.3333333333333333;0.1058509565339328;6.75;-0.4763293044026976;516;0.0017730453676426494;92.7800537848062
14;6.0;7.5;9.0;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14;15;16;17;93.7325314265082;0.0100002995278797;-4.499999999999994;DD;4.5;1.5;0.3333333333333333;0.1058509565339328;8.25;-0.4763293044026976;578;0.0025110687401932916;93.78779194250411
15;7.5;9.0;10.5;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15;16;17;18;93.8943183919907;0.0100002990117708;-4.499999999999994;DD;4.5;1.5;0.3333333333333333;0.1058509565339328;9.75;-0.4763293044026976;549;0.04272272837255968;93.63951250955189
16;9.0;10.5;12.0;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16;17;18;19;93.5836749401828;0.010000300004316;-4.499999999999994;DD;4.5;1.5;0.3333333333333333;0.1058509565339328;11.25;-0.4763293044026976;552;0.00043532710003406057;93.28800543726216
17;10.5;12.0;13.5;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17;18;19;20;93.5325960339272;0.0100003001681508;-4.499999999999994;DD;4.5;1.5;0.3333333333333333;0.1058509565339328;12.75;-0.4763293044026976;541;0.002946708733772837;93.27367910762739
18;-15.0;-13.5;-10.5;-9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;3;4;84.4274538725587;0.0100013301590713;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;-12.0;-0.8223165137614646;616;0.0007585489832039613;84.51868642643572
19;-13.5;-12.0;-9.0;-7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;4;5;84.5768680238347;0.0100013278092041;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;-10.5;-0.8223165137614646;1052;0.000718419387432278;84.70397050678456
20;-12.0;-10.5;-7.5;-6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;3;5;6;86.8221203409994;0.0100012934715958;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;-9.0;-0.8223165137614646;599;0.0007682980202024074;87.20906075482071
21;-10.5;-9.0;-6.0;-4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;4;6;7;91.0993513293411;0.0100012327415041;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;-7.5;-0.8223165137614646;779;0.000874417226340378;91.83890137452018
22;-9.0;-7.5;-4.5;-3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;5;7;8;94.8705585058356;0.0100011837387388;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;-6.0;-0.8223165137614646;620;0.0009209467915869591;95.81067009731888
23;-7.5;-6.0;-3.0;-1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;6;8;9;95.9768826976939;0.0100011700938102;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;-4.5;-0.8223165137614646;784;0.0009287043205261375;96.83742455333768
24;-6.0;-4.5;-1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;7;9;10;94.2432291259628;0.0100011916182806;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;-3.0;-0.8223165137614646;744;0.0009000924733874485;94.76552708707729
25;-4.5;-3.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;8;10;11;90.0545690166147;0.0100012470433368;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;-1.5;-0.8223165137614646;622;0.0008562099864902951;90.71497638219589
26;-3.0;-1.5;1.5;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;9;11;12;80.0524380642054;0.0100014028546858;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;0.0;-0.8223165137614646;745;0.0007244947219166558;80.06629355418062
27;-1.5;0.0;3.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;10;12;13;68.7573797644625;0.0100016333071433;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;1.5;-0.8223165137614646;747;0.0004756428523467383;67.84367618145546
28;0.0;1.5;4.5;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10;11;13;14;65.8613021938473;0.0100017051274431;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;3.0;-0.8223165137614646;612;0.00039506523230200386;64.86947281298319
29;1.5;3.0;6.0;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11;12;14;15;70.2547422805221;0.0100015984959683;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;4.5;-0.8223165137614646;754;0.0004375313706161022;69.34388855905453
30;3.0;4.5;7.5;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;13;15;16;76.4109371520274;0.0100014697101844;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;6.0;-0.8223165137614646;752;0.000575689353619173;75.8675650581473
31;4.5;6.0;9.0;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13;14;16;17;81.6476819886124;0.0100013754455399;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;7.5;-0.8223165137614646;624;0.0006389117263765965;81.26611812060042
32;6.0;7.5;10.5;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14;15;17;18;85.365124332376;0.010001315548307;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;9.0;-0.8223165137614646;625;0.0007323229974443538;85.47603987036965
33;7.5;9.0;12.0;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15;16;18;19;86.439296514538;0.0100012992001396;-18.00000000000007;DD;6.0;3.0;0.5;0.13705275229357744;10.5;-0.8223165137614646;1098;0.0007670724570251083;86.69081943492915
